row_number,tribology_data_id,old_literature_id,new_literature_id,assigned_pdf,assigned_title,confidence,rationale
107,156,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
108,157,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
109,158,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
110,159,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
111,160,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
112,161,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
113,162,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
114,163,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
115,164,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
116,165,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
117,166,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
118,167,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
119,168,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
120,169,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
121,170,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
122,171,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
123,172,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
124,173,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
125,174,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,The export review PDF explicitly covers stainless-steel / silica nanofriction examples for these IL families.
126,175,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
127,176,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
128,177,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
129,178,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
130,179,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
131,180,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
132,181,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
133,182,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
134,183,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
135,184,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
136,185,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
137,186,8,18,"([P6,6,6,14][( iC8)2PO2]-graphite-rutland-2021-supporting information.pdf",Supporting Information for Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,high,HOPG + phosphonium IL block matches the graphite superlubricity supporting-information PDF listing the four compared ILs.
138,187,8,19,"(Py1,4)FAP-Au（111）-rutland-2012_SupplementalMaterial02.pdf",Supporting Information for Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,high,"[Py1,4][FAP] on Au(111) directly matches the exported supplemental PDF."
139,188,8,19,"(Py1,4)FAP-Au（111）-rutland-2012_SupplementalMaterial02.pdf",Supporting Information for Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,high,"[Py1,4][FAP] on Au(111) directly matches the exported supplemental PDF."
140,189,8,19,"(Py1,4)FAP-Au（111）-rutland-2012_SupplementalMaterial02.pdf",Supporting Information for Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,high,"[Py1,4][FAP] on Au(111) directly matches the exported supplemental PDF."
141,190,8,19,"(Py1,4)FAP-Au（111）-rutland-2012_SupplementalMaterial02.pdf",Supporting Information for Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,high,"[Py1,4][FAP] on Au(111) directly matches the exported supplemental PDF."
142,191,8,19,"(Py1,4)FAP-Au（111）-rutland-2012_SupplementalMaterial02.pdf",Supporting Information for Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,high,"[Py1,4][FAP] on Au(111) directly matches the exported supplemental PDF."
143,192,8,32,[HMIm] FAP-HOPG-rutland-2014-supporting information.pdf,Supporting Information for An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,high,[HMIm][FAP] on HOPG directly matches the exported supplemental PDF.
144,193,8,32,[HMIm] FAP-HOPG-rutland-2014-supporting information.pdf,Supporting Information for An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,high,[HMIm][FAP] on HOPG directly matches the exported supplemental PDF.
145,194,8,32,[HMIm] FAP-HOPG-rutland-2014-supporting information.pdf,Supporting Information for An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,high,[HMIm][FAP] on HOPG directly matches the exported supplemental PDF.
146,195,8,32,[HMIm] FAP-HOPG-rutland-2014-supporting information.pdf,Supporting Information for An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,high,[HMIm][FAP] on HOPG directly matches the exported supplemental PDF.
147,196,8,32,[HMIm] FAP-HOPG-rutland-2014-supporting information.pdf,Supporting Information for An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,high,[HMIm][FAP] on HOPG directly matches the exported supplemental PDF.
148,197,8,32,[HMIm] FAP-HOPG-rutland-2014-supporting information.pdf,Supporting Information for An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,high,[HMIm][FAP] on HOPG directly matches the exported supplemental PDF.
149,198,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
150,199,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
151,200,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
152,201,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
153,202,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
154,203,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
155,204,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
156,205,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
157,206,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,low,Poly(ionic liquid) / BMIM-TFSI rows are only recoverable from the local review-style export sources in the current workspace snapshot.
158,207,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
159,208,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
160,209,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
161,210,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
162,211,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
163,212,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
164,213,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
165,214,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
166,215,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
167,216,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
168,217,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
169,218,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
170,219,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
171,220,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
172,221,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
173,222,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
174,223,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
175,224,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
176,225,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
177,226,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
178,227,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
179,228,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
180,229,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
181,230,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
182,231,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
183,232,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
184,233,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
185,234,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
186,235,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
187,236,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
188,237,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
189,238,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
190,239,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
191,240,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
192,241,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
193,242,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
194,243,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
195,244,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
196,245,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
197,246,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
198,247,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
199,248,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
200,249,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
201,250,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
202,251,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
203,252,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
204,253,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
205,254,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
206,255,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
207,256,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
208,257,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Au(111) FAP-series and mica protic-IL rows are summarized in the export review PDF with matching systems.
209,258,8,23,2016-rutland-Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales  a combined nano- and macrotribology investigation.pdf,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,high,"Silica + [P6,6,6,14][(iC8)2PO2]/hexadecane matches the combined nano/macro silica study."
210,259,8,23,2016-rutland-Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales  a combined nano- and macrotribology investigation.pdf,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,high,"Silica + [P6,6,6,14][(iC8)2PO2]/hexadecane matches the combined nano/macro silica study."
211,260,8,23,2016-rutland-Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales  a combined nano- and macrotribology investigation.pdf,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,high,"Silica + [P6,6,6,14][(iC8)2PO2]/hexadecane matches the combined nano/macro silica study."
212,261,8,23,2016-rutland-Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales  a combined nano- and macrotribology investigation.pdf,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,high,"Silica + [P6,6,6,14][(iC8)2PO2]/hexadecane matches the combined nano/macro silica study."
213,262,8,23,2016-rutland-Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales  a combined nano- and macrotribology investigation.pdf,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,high,"Silica + [P6,6,6,14][(iC8)2PO2]/hexadecane matches the combined nano/macro silica study."
