source_literature_key,source_literature_title,source_literature_path,source_literature_abs_path,source_literature_doi,source_match_confidence,source_match_status,source_match_rule,source_match_basis,source_match_notes,wff_dataset,wff_source_file,wff_row_number,source_path_exists,Cation,anion,compound,surface,h,r_cat,logP_cat,MW_cat,N_rot_cat,velocity,I_ss,Potential,MW_an,Bertz_cat,r_an,N_qN_cat,σ_s,γ_s,TPSA_an,Rq,TPSA_cat,BalJ_cat,logP_an,θ_s,I_H2O,T,x_IL,N_HA_cat,Bertz_an,BalJ_an,μ,friction_bin,cation_bin,stratify_label,original_index,friction_pred,friction_diff,error_flag,N_HD_cat
hydrogen_bond_2020,Effect of Hydrogen Bonding between Ions of Like Charge on the Boundary Layer Friction of Hydroxy-Functionalized Ionic Liquids,reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,,high,matched_local_reference,hydroxy_functionalized_mica,[HOC4MPip]+ [TFSI]- / compound=zero / surface=mica / potential=0.0 / velocity=6.0,Hydroxy-functionalized ionic liquids on mica; same-charge hydrogen-bonding boundary-layer friction paper.,film,film+dataset0312.csv,119,True,[HOC4MPip]+,[TFSI]-,zero,mica,1.608,3.589900502,1.3894,172.292,4,6.0,0,0.0,280.147,119.0069869,3.359227186,1,1.77,-0.16,82.38,0.0569,20.23,2.172199717,1.0593,0.0,0,293,100.0,1,384.7328028,5.284512596,0.16,3.0,172.292,3_172.292,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=40.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,120,True,[EA]+,[F]-,zero,mica,0.537074148,2.431285504,-0.7518,46.093,0,40.0,0,0.0,45.017,2.754887502,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.632993162,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,1.1,6.0,46.093,6_46.093,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EtA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=30.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,121,True,[EtA]+,[N]-,zero,mica,2.837894737,2.543129445,-1.7794,62.092,1,30.0,0,0.0,62.004,8.0,2.192174955,1,1.77,-0.16,66.2,0.0569,47.87,1.974744871,-0.2391,0.0,0,298,100.0,1,26.26466251,2.803039488,2.667253521,7.0,62.092,7_62.092,,,,,
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-1.0 / velocity=12.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",film,film+dataset0312.csv,122,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),2.9,5.174799948,12.446,483.87,28,12.0,0,-1.0,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,3.1,0,682.1804819,1.591434542,0.0987,2.0,483.87,2_483.87,,,,,
stainless_2017,Ionic Liquid Lubrication of Stainless Steel: Friction is Inversely Correlated with Interfacial Liquid Nanostructure,reference/Lubrication/2017-atkin-Ionic Liquid Lubrication of Stainless Steel  Friction is Inversely Correlated with Interfacial Liquid Nanostructure.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2017-atkin-Ionic Liquid Lubrication of Stainless Steel  Friction is Inversely Correlated with Interfacial Liquid Nanostructure.pdf,10.1021/acsnano.7b01839,high,matched_local_reference,stainless_2017_table_series,"[P6,6,6,14]+ [TFSI]- / compound=zero / surface=stainless steel / potential=0.0 / velocity=6.0","Stainless steel Table/Figure series covering HMIM FAP, HMIM I, P4,4,4,1 TFSI, P6,6,6,14 i(C8)2PO2, and P6,6,6,14 TFSI.",film,film+dataset0312.csv,123,True,"[P6,6,6,14]+",[TFSI]-,zero,stainless steel,1.224080268,5.174799948,12.446,483.87,28,6.0,1,0.0,280.147,319.1282666,3.359227186,0,0.07,0.01,82.38,0.89,0.0,4.337445108,1.0593,72.0,0,298,100.0,0,384.7328028,5.284512596,0.39,4.0,483.87,4_483.87,,,,,
superlubricity_hopg_2014,An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,reference/Lubrication/3.10/2014-atkin-An ionic liquid lubricant enables superlubricity to be “switched on” in situ usin.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2014-atkin-An ionic liquid lubricant enables superlubricity to be “switched on” in situ usin.pdf,10.1039/C4CC00979G,high,matched_local_reference,hmim_fap_hopg,[HMIM]+ [FAP]- / compound=zero / surface=HOPG / potential=0.0 / velocity=6.0,[HMIM][FAP] on HOPG potential-dependent superlubricity system.,film,film+dataset0312.csv,124,True,[HMIM]+,[FAP]-,zero,HOPG,0.372,3.540263249,1.8929,167.276,5,6.0,0,0.0,445.004,215.3680851,3.775688868,0,0.05,-0.0002,0.0,0.89,8.81,2.153242802,7.1942,85.0,0,298,100.0,1,468.4882895,7.871070033,0.019,1.0,167.276,1_167.276,,,,,
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-0.12 / velocity=12.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",film,film+dataset0312.csv,125,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),2.48,5.174799948,12.446,483.87,28,12.0,0,-0.12,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,0.67,0,682.1804819,1.591434542,0.1149,3.0,483.87,3_483.87,,,,,
bmim_surfaces_2022,Ionic liquids on uncharged and charged surfaces: in situ microstructures and nanofriction,reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,10.1007/s40544-021-0566-5,high,matched_local_reference,bmim_bf4_pf6_mica_hopg,[BMIm]+ [PF6]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,BMIM BF4/PF6 on uncharged mica and HOPG with in situ microstructures and nanofriction.,film,film+dataset0312.csv,126,True,[BMIm]+,[PF6]-,zero,mica,0.0,3.310978931,1.1127,139.222,3,20.0,0,0.0,144.962,190.8925906,2.529372901,0,1.77,-0.16,0.0,0.66,8.81,2.422977778,3.3824,0.0,0,298,0.0,1,62.74506838,4.431293675,0.03,1.0,139.222,1_139.222,,,,,
graphite_2021,Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,reference/Lubrication/2021-atkin-potential-dependent-superlubricity-of-ionic-liquids-on-a-graphite-surface.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2021-atkin-potential-dependent-superlubricity-of-ionic-liquids-on-a-graphite-surface.pdf,10.1021/acs.jpcc.0c10804,high,matched_local_reference,phosphonium_hopg_graphite,"[P4,4,4,1 ]+ [TFSI]- / compound=zero / surface=HOPG / potential=-1.0 / velocity=6.0",HOPG phosphonium ionic-liquid comparison series from the graphite potential-dependent superlubricity paper.,film,film+dataset0312.csv,127,True,"[P4,4,4,1 ]+",[TFSI]-,zero,HOPG,2.4,3.951373459,5.0341,217.357,9,6.0,0,-1.0,280.147,98.62953293,3.359227186,0,0.05,-0.0002,82.38,0.89,0.0,3.889782595,1.0593,85.0,0,298,100.0,0,384.7328028,5.284512596,0.018,1.0,217.357,1_217.357,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,128,True,[EA]+,[N]-,zero,mica,0.4,2.431285504,-0.7518,46.093,0,5.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.14,3.0,46.093,3_46.093,,,,,
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [AOT]- / compound=(CH2CO2Et)2 / surface=stainless steel / potential=0.0 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,film,film+dataset0312.csv,129,True,"[P6,6,6,14]+",[AOT]-,(CH2CO2Et)2,stainless steel,0.58,5.174799948,12.446,483.87,28,6.0,1,0.0,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,0.9,0.0,4.337445108,3.8095,72.0,0,298,0.391,0,544.7574562,4.726289834,0.36,4.0,483.87,4_483.87,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EtA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,130,True,[EtA]+,[N]-,zero,mica,0.437894737,2.543129445,-1.7794,62.092,1,5.0,0,0.0,62.004,8.0,2.192174955,1,1.77,-0.16,66.2,0.0569,47.87,1.974744871,-0.2391,0.0,0,298,100.0,1,26.26466251,2.803039488,0.643037975,5.0,62.092,5_62.092,,,,,
bmim_surfaces_2022,Ionic liquids on uncharged and charged surfaces: in situ microstructures and nanofriction,reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,10.1007/s40544-021-0566-5,high,matched_local_reference,bmim_bf4_pf6_mica_hopg,[BMIm]+ [BF4]- / compound=zero / surface=HOPG / potential=0.0 / velocity=20.0,BMIM BF4/PF6 on uncharged mica and HOPG with in situ microstructures and nanofriction.,film,film+dataset0312.csv,131,True,[BMIm]+,[BF4]-,zero,HOPG,6.5,3.310978931,1.1127,139.222,3,20.0,0,0.0,86.804,190.8925906,2.328453731,0,0.05,-0.0002,0.0,0.89,8.81,2.422977778,1.3,85.0,0,298,100.0,1,19.11941548,3.023715784,0.0017,0.0,139.222,0_139.222,,,,,
bmim_surfaces_2022,Ionic liquids on uncharged and charged surfaces: in situ microstructures and nanofriction,reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,10.1007/s40544-021-0566-5,high,matched_local_reference,bmim_bf4_pf6_mica_hopg,[BMIm]+ [PF6]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,BMIM BF4/PF6 on uncharged mica and HOPG with in situ microstructures and nanofriction.,film,film+dataset0312.csv,132,True,[BMIm]+,[PF6]-,zero,mica,2.0,3.310978931,1.1127,139.222,3,20.0,0,0.0,144.962,190.8925906,2.529372901,0,1.77,-0.16,0.0,0.66,8.81,2.422977778,3.3824,0.0,0,298,100.0,1,62.74506838,4.431293675,0.1,2.0,139.222,2_139.222,,,,,
polymeric_2022,Interfacial nanostructure and friction of a polymeric ionic liquid-ionic liquid mixture as a function of potential at Au(111) electrode interface,reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,10.1016/j.jcis.2021.08.067,high,matched_local_reference,bmim_tfsi_polymeric_au,[BMIm]+ [TFSI]- / compound=zero / surface=Au(111) / potential=0.0 / velocity=6.0,"BMIM TFSI and PIL/BMIM TFSI mixture on Au(111), matching the 2022 polymeric ionic-liquid mixture study.",film,film+dataset0312.csv,133,True,[BMIm]+,[TFSI]-,zero,Au(111),1.548099078,3.310978931,1.1127,139.222,3,6.0,0,0.0,280.147,190.8925906,3.359227186,0,0.7,-0.02,82.38,1.0,8.81,2.422977778,1.0593,60.0,0,298,100.0,1,384.7328028,5.284512596,0.092,2.0,139.222,2_139.222,,,,,
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [AOT]- / compound=(CH2CO2Et)2 / surface=stainless steel / potential=-0.76 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,film,film+dataset0312.csv,134,True,"[P6,6,6,14]+",[AOT]-,(CH2CO2Et)2,stainless steel,0.69,5.174799948,12.446,483.87,28,6.0,1,-0.76,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,0.9,0.0,4.337445108,3.8095,72.0,0,298,1.002,0,544.7574562,4.726289834,0.57,5.0,483.87,5_483.87,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=10.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,135,True,[EA]+,[N]-,zero,mica,0.28,2.431285504,-0.7518,46.093,0,10.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,339,100.0,0,26.26466251,2.803039488,0.303,4.0,46.093,4_46.093,,,,,
polymeric_2022,Interfacial nanostructure and friction of a polymeric ionic liquid-ionic liquid mixture as a function of potential at Au(111) electrode interface,reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,10.1016/j.jcis.2021.08.067,high,matched_local_reference,bmim_tfsi_polymeric_au,[BMIm]+ [TFSI]- / compound=zero / surface=Au(111) / potential=-1.0 / velocity=6.0,"BMIM TFSI and PIL/BMIM TFSI mixture on Au(111), matching the 2022 polymeric ionic-liquid mixture study.",film,film+dataset0312.csv,136,True,[BMIm]+,[TFSI]-,zero,Au(111),0.692108295,3.310978931,1.1127,139.222,3,6.0,0,-1.0,280.147,190.8925906,3.359227186,0,0.7,-0.02,82.38,1.0,8.81,2.422977778,1.0593,60.0,0,298,100.0,1,384.7328028,5.284512596,0.006,0.0,139.222,0_139.222,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[PA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=30.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,137,True,[PA]+,[N]-,zero,mica,3.206680585,2.642365161,-0.3617,60.12,1,30.0,0,0.0,62.004,5.245112498,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.974744871,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,3.970070423,7.0,60.12,7_60.12,,,,,
polymeric_2022,Interfacial nanostructure and friction of a polymeric ionic liquid-ionic liquid mixture as a function of potential at Au(111) electrode interface,reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,10.1016/j.jcis.2021.08.067,high,matched_local_reference,bmim_tfsi_polymeric_au,[BMIm]+ [TFSI]- / compound=zero / surface=Au(111) / potential=-1.0 / velocity=6.0,"BMIM TFSI and PIL/BMIM TFSI mixture on Au(111), matching the 2022 polymeric ionic-liquid mixture study.",film,film+dataset0312.csv,138,True,[BMIm]+,[TFSI]-,zero,Au(111),1.543490783,3.310978931,1.1127,139.222,3,6.0,0,-1.0,280.147,190.8925906,3.359227186,0,0.7,-0.02,82.38,1.0,8.81,2.422977778,1.0593,60.0,0,298,100.0,1,384.7328028,5.284512596,0.135,3.0,139.222,3_139.222,,,,,
superlubricity_hopg_2014,An ionic liquid lubricant enables superlubricity to be switched on in situ using an electrical potential,reference/Lubrication/3.10/2014-atkin-An ionic liquid lubricant enables superlubricity to be “switched on” in situ usin.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2014-atkin-An ionic liquid lubricant enables superlubricity to be “switched on” in situ usin.pdf,10.1039/C4CC00979G,high,matched_local_reference,hmim_fap_hopg,[HMIM]+ [FAP]- / compound=zero / surface=HOPG / potential=1.5 / velocity=6.0,[HMIM][FAP] on HOPG potential-dependent superlubricity system.,film,film+dataset0312.csv,139,True,[HMIM]+,[FAP]-,zero,HOPG,3.872727273,3.540263249,1.8929,167.276,5,6.0,0,1.5,445.004,215.3680851,3.775688868,0,0.05,-0.0002,0.0,0.89,8.81,2.153242802,7.1942,85.0,0,298,100.0,1,468.4882895,7.871070033,0.001,0.0,167.276,0_167.276,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[PA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=40.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,140,True,[PA]+,[F]-,zero,mica,1.875,2.642365161,-0.3617,60.12,1,40.0,0,0.0,45.017,5.245112498,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.974744871,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,4.5,7.0,60.12,7_60.12,,,,,
bmim_surfaces_2022,Ionic liquids on uncharged and charged surfaces: in situ microstructures and nanofriction,reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,10.1007/s40544-021-0566-5,high,matched_local_reference,bmim_bf4_pf6_mica_hopg,[BMIm]+ [BF4]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,BMIM BF4/PF6 on uncharged mica and HOPG with in situ microstructures and nanofriction.,film,film+dataset0312.csv,141,True,[BMIm]+,[BF4]-,zero,mica,2.1,3.310978931,1.1127,139.222,3,20.0,0,0.0,86.804,190.8925906,2.328453731,0,1.77,-0.16,0.0,0.66,8.81,2.422977778,1.3,0.0,0,298,100.0,1,19.11941548,3.023715784,0.08,2.0,139.222,2_139.222,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[DMEA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,142,True,[DMEA]+,[F]-,zero,mica,1.053533191,2.824148313,-0.8492,74.147,1,20.0,0,0.0,45.017,17.60964047,2.091441062,1,1.77,-0.16,40.13,0.0569,4.44,2.539538861,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,1.875,7.0,74.147,7_74.147,,,,,
polymeric_2022,Interfacial nanostructure and friction of a polymeric ionic liquid-ionic liquid mixture as a function of potential at Au(111) electrode interface,reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Interfacial nanostructure and friction of a polymeric ionic liquid-ionic.pdf,10.1016/j.jcis.2021.08.067,high,matched_local_reference,bmim_tfsi_polymeric_au,[BMIm]+ [TFSI]- / compound=zero / surface=Au(111) / potential=0.0 / velocity=6.0,"BMIM TFSI and PIL/BMIM TFSI mixture on Au(111), matching the 2022 polymeric ionic-liquid mixture study.",film,film+dataset0312.csv,143,True,[BMIm]+,[TFSI]-,zero,Au(111),2.285714286,3.310978931,1.1127,139.222,3,6.0,0,0.0,280.147,190.8925906,3.359227186,0,0.7,-0.02,82.38,1.0,8.81,2.422977778,1.0593,60.0,0,298,100.0,1,384.7328028,5.284512596,0.243,4.0,139.222,4_139.222,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EtA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=10.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,144,True,[EtA]+,[N]-,zero,mica,0.437894737,2.543129445,-1.7794,62.092,1,10.0,0,0.0,62.004,8.0,2.192174955,1,1.77,-0.16,66.2,0.0569,47.87,1.974744871,-0.2391,0.0,0,298,100.0,1,26.26466251,2.803039488,0.678481013,5.0,62.092,5_62.092,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,145,True,[EA]+,[N]-,zero,mica,0.28,2.431285504,-0.7518,46.093,0,20.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,339,100.0,0,26.26466251,2.803039488,0.32,4.0,46.093,4_46.093,,,,,
dicationic_2019,Interfacial Structure and Boundary Lubrication of a Dicationic Ionic Liquid,reference/Lubrication/Extracted/2019-Interfacial structure and boundary lubrication of a dicationic ionic liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2019-Interfacial structure and boundary lubrication of a dicationic ionic liquid.pdf,,high,matched_local_reference,dicationic_tfsi_mica,[C10(C1Im)2]2+ [TFSI]- / compound=zero / surface=mica / potential=0.0 / velocity=0.052,Dicationic [C10(C1Im)2][TFSI] boundary lubrication between mica surfaces.,film,film+dataset0312.csv,146,True,[C10(C1Im)2]2+,[TFSI]-,zero,mica,2.4,4.268585015,2.8978,304.482,11,0.052,0,0.0,280.147,478.4344778,3.359227186,0,1.77,-0.16,82.38,0.0596,39.34,1.38550141,1.0593,0.0,0,298,100.0,0,384.7328028,5.284512596,0.028,1.0,304.482,1_304.482,,,,,
control_gold_2012,Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,reference/Lubrication/3.10/2012-Rutland-Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2012-Rutland-Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer.pdf,,high,matched_local_reference,py14_fap_au,"[Py1,4]+ [FAP]- / compound=zero / surface=Au(111) / potential=1.5 / velocity=6.0","Exact [Py1,4][FAP] on Au(111) potential-dependent lubricant layer system.",film,film+dataset0312.csv,147,True,"[Py1,4]+",[FAP]-,zero,Au(111),4.014337,3.423597497,2.0269,142.266,3,6.0,0,1.5,445.004,92.90138861,3.775688868,1,0.7,-0.02,0.0,1.0,0.0,2.21874475,7.1942,60.0,0,298,100.0,0,468.4882895,7.871070033,0.59,5.0,142.266,5_142.266,,,,,
